Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
televangelist,0,4,Noun,1,Noun,4,,,,,,Verb
televangelists,0,1,Noun,1,Noun,1,,,,,,Verb
teleview,0,1,Verb,1,Verb,1,,,,,,Verb
televiewer,0,3,Verb,0.67,Verb.Noun,2.1,,,,,,Verb
televise,0,1,Verb,1,Verb,1,,,,,,Verb
televised,0,42,Adjective,0.74,Adjective.Verb,31.11,,,,,,Verb
televising,0,4,Verb,1,Verb,4,,,,,,Verb
television,0,1729,Noun,1,Noun,1722,,,,,,Verb
televisions,0,15,Noun,1,Noun,16,,,,,,Verb
televisor,0,2,Noun,1,Noun,2,,,,,,Verb
telex,0,25,Noun,0.88,Noun.Verb.Name,22.2.1,,,,,,Verb
telexed,0,1,Verb,1,Verb,1,,,,,,Verb
telfer,0,20,Name,0.55,Name.Noun.Verb,11.6.3,,,,,,Verb
telford,0,19,Name,1,Name,19,,,,,,Verb
teli,0,1010,Noun,0.9,Noun.Name.Adjective,905.98.4,,,,,,Verb
tell,0,87949,Verb,1,Verb.Name.Noun,87756.62.4,,,,,,Verb
teller,0,131,Noun,0.98,Noun.Name,126.3,,,,,,Verb
tellers,0,33,Noun,1,Noun,32,,,,,,Verb
tellies,0,1,#N/A,#N/A,#N/A,#N/A,,,,,,Verb
tellin,0,530,Noun,0.99,Noun.Name,501.6,,,,,,Verb
telling,0,9730,Verb,0.98,Verb.Noun.Adjective,9506.178.40,,,,,,Verb
tells,0,2665,Verb,1,Verb.Noun,2664.1,,,,,,Verb
telltale,0,18,Noun,0.94,Noun.Name,17.1,,,,,,Verb
telltales,0,1,Noun,1,Noun,1,,,,,,Verb
telluride,0,9,Name,0.78,Name.Noun,7.2,,,,,,Verb
tellurium,0,1,Noun,1,Noun,1,,,,,,Verb
tellus,0,12,Noun,0.5,Noun.Adjective.Name,6.5.1,,,,,,Verb
telly,0,162,Noun,1,Noun,160,,,,,,Verb
telophase,0,1,Verb,1,Verb,1,,,,,,Verb
telt,0,2,Verb,1,Verb,2,,,,,,Verb
tem,0,8,Noun,0.5,Noun.Adverb,4.4,,,,,,Verb
temblor,0,2,Noun,1,Noun,2,,,,,,Verb
temerity,0,11,Noun,1,Noun,11,,,,,,Verb
temescal,0,1,Name,1,Name,1,,,,,,Verb
temp,0,154,Noun,0.99,Noun.Name,152.1,,,,,,Verb
tempe,0,38,Name,0.53,Name.Noun,20.18,,,,,,Verb
temped,0,3,Verb,1,Verb,3,,,,,,Verb
tempeh,0,5,Noun,1,Noun,5,,,,,,Verb
temper,0,582,Noun,0.98,Noun.Verb,569.12,,,,,,Verb
tempera,0,2,Noun,1,Noun,2,,,,,,Verb
temperable,0,1,Adjective,1,Adjective,1,,,,,,Verb
temperament,0,59,Noun,1,Noun,59,,,,,,Verb
temperamental,0,41,Adjective,0.98,Adjective.Name,40.1,,,,,,Verb
temperamentally,0,2,Adverb,1,Adverb,2,,,,,,Verb
temperaments,0,1,Noun,1,Noun,1,,,,,,Verb
temperance,0,40,Noun,0.85,Noun.Name,34.6,,,,,,Verb
temperate,0,12,Adjective,1,Adjective,12,,,,,,Verb
temperature,0,702,Noun,1,Noun,698,,,,,,Verb
temperatures,0,100,Noun,1,Noun,102,,,,,,Verb
tempered,0,33,Verb,0.67,Verb.Adjective,22.11,,,,,,Verb
tempering,0,2,Verb,1,Verb,2,,,,,,Verb
tempers,0,37,Noun,1,Noun,37,,,,,,Verb
tempest,0,36,Noun,1,Noun,36,,,,,,Verb
tempests,0,5,Noun,1,Noun,4,,,,,,Verb
tempestuous,0,12,Adjective,1,Adjective,12,,,,,,Verb
temping,0,14,Verb,0.86,Verb.Adjective,12.2,,,,,,Verb
templar,0,14,Noun,1,Noun,14,,,,,,Verb
templars,0,11,Noun,1,Noun,11,,,,,,Verb
template,0,21,Noun,1,Noun,20,,,,,,Verb
templates,0,15,Noun,1,Noun,15,,,,,,Verb
temple,0,895,Noun,0.69,Noun.Name,615.276,,,,,,Verb
temples,0,80,Noun,1,Noun,80,,,,,,Verb
templum,0,2,Noun,1,Noun,2,,,,,,Verb
tempo,0,86,Noun,1,Noun,84,,,,,,Verb
tempora,0,1,Name,1,Name,1,,,,,,Verb
temporal,0,69,Adjective,0.99,Adjective.Noun,68.1,,,,,,Verb
temporalis,0,1,Noun,1,Noun,1,,,,,,Verb
temporally,0,3,Adverb,0.67,Adverb.Name,2.1,,,,,,Verb
temporaries,0,8,Noun,1,Noun,8,,,,,,Verb
temporarily,0,232,Adverb,1,Adverb,232,,,,,,Verb
temporary,0,665,Adjective,0.99,Adjective.Noun,654.9,,,,,,Verb
tempore,0,1,Noun,1,Noun,1,,,,,,Verb
temporize,0,1,Verb,1,Verb,1,,,,,,Verb
temporomandibular,0,1,Adjective,1,Adjective,1,,,,,,Verb
tempos,0,2,Noun,1,Noun,2,,,,,,Verb
temps,0,19,Noun,0.95,Noun.Name,18.1,,,,,,Verb
tempt,0,129,Verb,1,Verb,129,,,,,,Verb
temptation,0,216,Noun,1,Noun,216,,,,,,Verb
temptations,0,38,Noun,1,Noun,38,,,,,,Verb
tempted,0,203,Verb,1,Verb,203,,,,,,Verb
tempter,0,1,Noun,1,Noun,1,,,,,,Verb
tempting,0,154,Adjective,0.98,Adjective.Verb,151.3,,,,,,Verb
temptingly,0,1,Adverb,1,Adverb,1,,,,,,Verb
temptress,0,23,Noun,0.91,Noun.Verb,21.2,,,,,,Verb
tempts,0,7,Verb,1,Verb,7,,,,,,Verb
tempura,0,12,Noun,1,Noun,12,,,,,,Verb
tempus,0,21,Noun,0.86,Noun.Name,18.3,,,,,,Verb
ten,0,7395,Number,1,Number.Noun,7378.1,,,,,,Verb
tenable,0,3,Adjective,1,Adjective,3,,,,,,Verb
tenace,0,1,Name,1,Name,1,,,,,,Verb
tenacious,0,25,Adjective,1,Adjective,25,,,,,,Verb
tenaciously,0,2,Adverb,1,Adverb,2,,,,,,Verb
tenacity,0,14,Noun,1,Noun,14,,,,,,Verb
tenancy,0,2,Noun,1,Noun,2,,,,,,Verb
tenant,0,155,Noun,1,Noun,155,,,,,,Verb
tenantless,0,1,Adjective,1,Adjective,1,,,,,,Verb
tenants,0,131,Noun,1,Noun,131,,,,,,Verb
tench,0,1,Noun,1,Noun,1,,,,,,Verb
tend,0,626,Verb,1,Verb,626,,,,,,Verb
tended,0,51,Verb,0.98,Verb.Adjective,50.1,,,,,,Verb
tendencies,0,80,Noun,1,Noun,80,,,,,,Verb
tendency,0,138,Noun,1,Noun,138,,,,,,Verb
tendentious,0,4,Adjective,1,Adjective,4,,,,,,Verb
tender,0,453,Adjective,0.88,Adjective.Verb.Noun,399.32.20,,,,,,Verb
tendered,0,12,Verb,0.92,Verb.Adjective,11.1,,,,,,Verb
tenderer,0,1,Adjective,1,Adjective,1,,,,,,Verb
tenderest,0,4,Adjective,1,Adjective,4,,,,,,Verb
tenderfeet,0,1,Noun,1,Noun,1,,,,,,Verb
tenderfoot,0,25,Noun,0.87,Noun.Name,20.3,,,,,,Verb
tenderhearted,0,4,Verb,0.5,Verb.Adjective,2.2,,,,,,Verb
tendering,0,7,Verb,0.86,Verb.Noun,6.1,,,,,,Verb
tenderising,0,1,Verb,1,Verb,1,,,,,,Verb
tenderize,0,7,Verb,1,Verb,7,,,,,,Verb
tenderized,0,3,Verb,0.67,Verb.Adjective,2.1,,,,,,Verb
tenderizer,0,4,Noun,1,Noun,4,,,,,,Verb
tenderizing,0,3,Verb,1,Verb,3,,,,,,Verb
tenderloin,0,20,Noun,1,Noun,20,,,,,,Verb
tenderloins,0,3,Noun,1,Noun,3,,,,,,Verb
tenderly,0,42,Adverb,1,Adverb,42,,,,,,Verb
tenderness,0,129,Noun,1,Noun,129,,,,,,Verb
tenders,0,10,Noun,1,Noun,10,,,,,,Verb
tending,0,55,Verb,1,Verb,55,,,,,,Verb
tendinitis,0,2,Noun,1,Noun,2,,,,,,Verb
tendo,0,1,Noun,1,Noun,1,,,,,,Verb
tendon,0,29,Noun,1,Noun,29,,,,,,Verb
tendonitis,0,2,Noun,1,Noun,2,,,,,,Verb
tendons,0,18,Noun,1,Noun,18,,,,,,Verb
tendril,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Verb
tendrils,0,11,Noun,1,Noun,11,,,,,,Verb
tends,0,135,Verb,1,Verb,135,,,,,,Verb
tenement,0,35,Noun,1,Noun,35,,,,,,Verb
tenements,0,14,Noun,1,Noun,14,,,,,,Verb
tenet,0,6,Noun,1,Noun,6,,,,,,Verb
tenets,0,12,Noun,1,Noun,12,,,,,,Verb
tenfold,0,24,Adverb,0.83,Adverb.Adjective,20.4,,,,,,Verb
teng,0,18,Name,0.83,Name.Verb.Noun,15.2.1,,,,,,Verb
tengu,0,1,Name,1,Name,1,,,,,,Verb
teniente,0,3,Name,0.67,Name.Noun,2.1,,,,,,Verb
tenner,0,15,Noun,1,Noun,16,,,,,,Verb
tennessean,0,1,Noun,1,Noun,1,,,,,,Verb
tennessee,0,204,Name,1,Name,203,,,,,,Verb
tennis,0,695,Noun,1,Noun.Name,695.2,,,,,,Verb
tennyson,0,29,Name,1,Name,29,,,,,,Verb
tenon,0,3,Noun,1,Noun,3,,,,,,Verb
tenor,0,79,Noun,0.97,Noun.Name,77.2,,,,,,Verb
tenors,0,10,Noun,1,Noun,10,,,,,,Verb
tenpenny,0,1,Adjective,1,Adjective,1,,,,,,Verb
tenpins,0,1,Noun,1,Noun,1,,,,,,Verb
tens,0,114,Number,1,Number,116,,,,,,Verb
tense,0,522,Adjective,0.77,Adjective.Verb.Noun,404.107.11,,,,,,Verb
tensed,0,10,Verb,0.73,Verb.Adjective,8.3,,,,,,Verb
tensely,0,1,Adverb,1,Adverb,1,,,,,,Verb
tenseness,0,3,Noun,1,Noun,3,,,,,,Verb
tenser,0,3,Adjective,0.67,Adjective.Noun,2.1,,,,,,Verb
tenses,0,4,Verb,0.5,Verb.Noun,2.2,,,,,,Verb
tensest,0,1,Adjective,1,Adjective,1,,,,,,Verb
tensile,0,6,Adjective,1,Adjective,6,,,,,,Verb
tensing,0,3,Verb,1,Verb,3,,,,,,Verb
tension,0,436,Noun,1,Noun,436,,,,,,Verb
tensions,0,45,Noun,1,Noun,45,,,,,,Verb
tensor,0,4,Noun,0.5,Noun.Name,2.2,,,,,,Verb
tenspot,0,1,Noun,1,Noun,1,,,,,,Verb
tent,0,892,Noun,1,Noun.Verb,887.3,,,,,,Verb
tentacle,0,13,Noun,1,Noun,13,,,,,,Verb
tentacled,0,1,Verb,1,Verb,1,,,,,,Verb
tentacles,0,56,Noun,1,Noun,56,,,,,,Verb
tentative,0,25,Adjective,1,Adjective,25,,,,,,Verb
tentatively,0,9,Adverb,1,Adverb,9,,,,,,Verb
tented,0,10,Verb,0.6,Verb.Adjective,6.4,,,,,,Verb
tenterhooks,0,2,Noun,1,Noun,2,,,,,,Verb
tenth,0,212,Number,0.97,Number.Name,205.7,,,,,,Verb
tenths,0,12,Number,1,Number,12,,,,,,Verb
tenting,0,5,Verb,0.6,Verb.Noun.Name,3.1.1,,,,,,Verb
tention,0,2,Noun,1,Noun,2,,,,,,Verb
tentmaker,0,1,Noun,1,Noun,1,,,,,,Verb
tents,0,98,Noun,1,Noun,98,,,,,,Verb
tenuous,0,17,Adjective,1,Adjective,17,,,,,,Verb
tenuously,0,2,Adverb,1,Adverb,2,,,,,,Verb
tenure,0,90,Noun,1,Noun,90,,,,,,Verb
tenured,0,15,Verb,0.47,Verb.Adjective.Name,7.6.2,,,,,,Verb
tepee,0,27,Noun,1,Noun,26,,,,,,Verb
tepees,0,2,Noun,1,Noun,2,,,,,,Verb
tepid,0,12,Adjective,1,Adjective,12,,,,,,Verb
tequila,0,299,Noun,1,Noun,300,,,,,,Verb
tequilas,0,9,Noun,1,Noun,9,,,,,,Verb
ter,0,38,Adverb,1,Adverb,25,,,,,,Verb
tera,0,1,#N/A,#N/A,#N/A,#N/A,,,,,,Verb
terabyte,0,1,Noun,1,Noun,1,,,,,,Verb
terabytes,0,1,Noun,1,Noun,1,,,,,,Verb
terahertz,0,3,Noun,0.67,Noun.Name,2.1,,,,,,Verb
teratoma,0,1,Noun,1,Noun,1,,,,,,Verb
teratomas,0,2,Noun,1,Noun,2,,,,,,Verb
terbium,0,1,Noun,1,Noun,1,,,,,,Verb
tercel,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Verb
terebellum,0,1,Name,1,Name,1,,,,,,Verb
terek,0,12,Name,0.58,Name.Verb.Noun,7.3.2,,,,,,Verb
teres,0,1,Noun,1,Noun,1,,,,,,Verb
tergiversation,0,1,Noun,1,Noun,1,,,,,,Verb
teriyaki,0,38,Noun,0.89,Noun.Name.Adjective,34.2.2,,,,,,Verb
term,0,890,Noun,0.95,Noun.Verb,842.47,,,,,,Verb
terma,0,1,Noun,1,Noun,1,,,,,,Verb
termagant,0,1,Noun,1,Noun,1,,,,,,Verb
termed,0,11,Verb,1,Verb,11,,,,,,Verb
termin,0,1,#N/A,#N/A,#N/A,#N/A,,,,,,Verb
terminal,0,390,Noun,0.65,Noun.Adjective,253.137,,,,,,Verb
terminally,0,28,Adverb,1,Adverb,28,,,,,,Verb
terminals,0,25,Noun,1,Noun,25,,,,,,Verb
terminate,0,140,Verb,1,Verb,141,,,,,,Verb
terminated,0,147,Verb,0.88,Verb.Adjective,130.17,,,,,,Verb
terminates,0,6,Verb,1,Verb,6,,,,,,Verb
terminating,0,33,Verb,0.88,Verb.Adjective,28.4,,,,,,Verb
termination,0,68,Noun,1,Noun,68,,,,,,Verb
terminations,0,2,Noun,1,Noun,2,,,,,,Verb
terminator,0,67,Noun,0.97,Noun.Name,65.2,,,,,,Verb
terminators,0,7,Noun,1,Noun,7,,,,,,Verb
terminatory,0,1,Adjective,1,Adjective,1,,,,,,Verb
terminer,0,3,Noun,1,Noun,3,,,,,,Verb
terming,0,2,Verb,1,Verb,2,,,,,,Verb
terminologies,0,1,Noun,1,Noun,1,,,,,,Verb
terminology,0,24,Noun,1,Noun,24,,,,,,Verb
terminus,0,23,Noun,1,Noun,23,,,,,,Verb
termite,0,38,Noun,0.97,Noun.Adjective,37.1,,,,,,Verb
termites,0,74,Noun,0.99,Noun.Name,73.1,,,,,,Verb
terms,0,1138,Noun,0.79,Noun.Preposition.Verb,892.238.5,,,,,,Verb
tern,0,1,Noun,1,Noun,1,,,,,,Verb
terns,0,4,Noun,1,Noun,4,,,,,,Verb
terpsichore,0,1,Noun,1,Noun,1,,,,,,Verb
terpsichorean,0,1,Adjective,1,Adjective,1,,,,,,Verb
terr,0,6,Noun,0.83,Noun.Name,5.1,,,,,,Verb
terra,0,46,Name,0.6,Name.Noun,27.18,,,,,,Verb
terrace,0,173,Noun,0.98,Noun.Name.Verb,171.2.1,,,,,,Verb
terraces,0,3,Noun,1,Noun,3,,,,,,Verb
terracotta,0,5,Noun,1,Noun,5,,,,,,Verb
terrain,0,115,Noun,1,Noun,115,,,,,,Verb
terral,0,1,Name,1,Name,1,,,,,,Verb
terran,0,7,Adjective,1,Adjective,7,,,,,,Verb
terraneous,0,1,Adjective,1,Adjective,1,,,,,,Verb
terrapin,0,8,Name,1,Name,8,,,,,,Verb
terrarium,0,11,Noun,1,Noun,11,,,,,,Verb
terrariums,0,2,Noun,1,Noun,2,,,,,,Verb
terrasse,0,1,Noun,1,Noun,1,,,,,,Verb
terrazzo,0,2,Noun,1,Noun,2,,,,,,Verb
terre,0,14,Name,0.64,Name.Unclassified,9.5,,,,,,Verb
terrene,0,1,Name,1,Name,1,,,,,,Verb
terrestrial,0,11,Adjective,1,Adjective,11,,,,,,Verb
terrible,0,4795,Adjective,1,Adjective,4783,,,,,,Verb
terribles,0,1,Noun,1,Noun,1,,,,,,Verb
terribly,0,1205,Adverb,1,Adverb,1208,,,,,,Verb
terrie,0,3,Name,1,Name,3,,,,,,Verb
terrier,0,49,Noun,1,Noun,49,,,,,,Verb
terriers,0,4,Noun,1,Noun,4,,,,,,Verb
terrific,0,2138,Adjective,1,Adjective,2132,,,,,,Verb
terrifical,0,2,Adjective,1,Adjective,2,,,,,,Verb
terrifically,0,11,Adverb,1,Adverb,11,,,,,,Verb
terrified,0,488,Verb,0.66,Verb.Adjective,319.168,,,,,,Verb
terrifies,0,18,Verb,1,Verb,18,,,,,,Verb
terrify,0,25,Verb,1,Verb,25,,,,,,Verb
terrifying,0,217,Adjective,0.63,Adjective.Verb,136.81,,,,,,Verb
terrifyingly,0,4,Adverb,1,Adverb,4,,,,,,Verb
terrine,0,5,Noun,1,Noun,5,,,,,,Verb
territorial,0,85,Adjective,1,Adjective,85,,,,,,Verb
territorialism,0,1,Noun,1,Noun,1,,,,,,Verb
territoriality,0,4,Noun,1,Noun,4,,,,,,Verb
territories,0,61,Noun,1,Noun,61,,,,,,Verb
territory,0,748,Noun,1,Noun,746,,,,,,Verb
terror,0,459,Noun,1,Noun,459,,,,,,Verb
terrorise,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Verb
terrorised,0,3,Verb,1,Verb,3,,,,,,Verb
terrorising,0,3,Verb,1,Verb,3,,,,,,Verb
terrorism,0,209,Noun,1,Noun,209,,,,,,Verb
terrorist,0,617,Adjective,0.56,Adjective.Noun.Name,346.269.1,,,,,,Verb
terroristic,0,2,Adjective,1,Adjective,2,,,,,,Verb
terrorists,0,601,Noun,1,Noun.Verb.Name,599.1.1,,,,,,Verb
terrorize,0,26,Verb,1,Verb,26,,,,,,Verb
terrorized,0,32,Verb,0.94,Verb.Adjective,30.2,,,,,,Verb
terrorizes,0,3,Verb,1,Verb,3,,,,,,Verb
terrorizing,0,37,Verb,0.97,Verb.Adjective,36.1,,,,,,Verb
terrors,0,63,Noun,1,Noun,63,,,,,,Verb
terry,0,1123,Name,0.99,Name.Noun,1095.11,,,,,,Verb
terrycloth,0,5,Noun,1,Noun,5,,,,,,Verb
terse,0,8,Adjective,1,Adjective,9,,,,,,Verb
tersely,0,1,Adverb,1,Adverb,1,,,,,,Verb
terseness,0,2,Noun,1,Noun,2,,,,,,Verb
tersest,0,1,Adjective,1,Adjective,1,,,,,,Verb
tertiary,0,12,Adjective,1,Adjective,12,,,,,,Verb
tertius,0,7,Name,0.57,Name.Noun,4.3,,,,,,Verb
tesla,0,43,Name,0.7,Name.Noun,30.13,,,,,,Verb
tessera,0,2,Noun,1,Noun,2,,,,,,Verb
test,0,4288,Noun,0.76,Noun.Verb,3269.1017,,,,,,Verb
testa,0,8,Unclassified,1,Unclassified,8,,,,,,Verb
testament,0,120,Noun,1,Noun,120,,,,,,Verb
testaments,0,5,Noun,1,Noun,5,,,,,,Verb
testator,0,2,Noun,1,Noun,2,,,,,,Verb
teste,0,5,Name,1,Name,5,,,,,,Verb
tested,0,537,Verb,0.99,Verb.Adjective,530.8,,,,,,Verb
tester,0,17,Noun,1,Noun,17,,,,,,Verb
testers,0,6,Noun,1,Noun,6,,,,,,Verb
testes,0,8,Noun,1,Noun,8,,,,,,Verb
testicle,0,58,Noun,1,Noun,56,,,,,,Verb
testicles,0,125,Noun,1,Noun,125,,,,,,Verb
testicular,0,31,Adjective,1,Adjective,30,,,,,,Verb
testified,0,196,Verb,1,Verb,195,,,,,,Verb
testifies,0,33,Verb,1,Verb,33,,,,,,Verb
testify,0,724,Verb,1,Verb,724,,,,,,Verb
testifying,0,105,Verb,0.92,Verb.Noun.Adjective,95.7.1,,,,,,Verb
testimonial,0,32,Noun,1,Noun,32,,,,,,Verb
testimonials,0,7,Noun,1,Noun,7,,,,,,Verb
testimonies,0,17,Noun,1,Noun,17,,,,,,Verb
testimony,0,752,Noun,1,Noun,752,,,,,,Verb
testiness,0,1,Noun,1,Noun,1,,,,,,Verb
testing,0,771,Verb,0.56,Verb.Noun.Name.Adjective,430.332.8.1,,,,,,Verb
testings,0,1,Noun,1,Noun,1,,,,,,Verb
testosterone,0,83,Noun,0.99,Noun.Name,82.1,,,,,,Verb
tests,0,1197,Noun,0.97,Noun.Verb,1161.35,,,,,,Verb
testudo,0,1,Name,1,Name,1,,,,,,Verb
testy,0,49,Noun,1,Noun,48,,,,,,Verb
tetanus,0,71,Noun,1,Noun,70,,,,,,Verb
tetched,0,5,Verb,1,Verb,5,,,,,,Verb
tetchy,0,1,Noun,1,Noun,1,,,,,,Verb
tete,0,28,Noun,0.61,Noun.Name,17.11,,,,,,Verb
tether,0,24,Verb,1,Verb,24,,,,,,Verb
tetherball,0,9,Noun,1,Noun,9,,,,,,Verb
tethered,0,20,Verb,0.9,Verb.Adjective,18.2,,,,,,Verb
tethering,0,1,Noun,1,Noun,1,,,,,,Verb
tethers,0,5,Verb,1,Verb,5,,,,,,Verb
tetra,0,3,Name,0.67,Name.Noun,2.1,,,,,,Verb
tetracycline,0,10,Noun,0.6,Noun.Verb.Name,6.2.2,,,,,,Verb
tetragrammaton,0,6,Noun,0.5,Noun.Name,3.3,,,,,,Verb
tetrahedrons,0,1,Noun,1,Noun,1,,,,,,Verb
tetralogy,0,1,Noun,1,Noun,1,,,,,,Verb
tetrameter,0,1,Adjective,1,Adjective,1,,,,,,Verb
tetrapods,0,1,Noun,1,Noun,1,,,,,,Verb
tetras,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Verb
tetrazzini,0,4,Noun,1,Noun,4,,,,,,Verb
tetrodotoxin,0,3,Noun,1,Noun,3,,,,,,Verb
tetter,0,1,Verb,1,Verb,1,,,,,,Verb
teuton,0,2,Name,1,Name,2,,,,,,Verb
teutonic,0,7,Adjective,1,Adjective,7,,,,,,Verb
teutons,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Verb
tew,0,4,Noun,1,Noun,4,,,,,,Verb
tex,0,183,Name,0.99,Name.Noun,182.1,,,,,,Verb
texaco,0,13,Name,1,Name,13,,,,,,Verb
texan,0,29,Noun,1,Noun,29,,,,,,Verb
texans,0,19,Noun,1,Noun,19,,,,,,Verb
texas,0,1429,Name,1,Name.Noun,1427.1,,,,,,Verb
text,0,267,Noun,1,Noun,267,,,,,,Verb
textbook,0,112,Noun,1,Noun,111,,,,,,Verb
textbooks,0,44,Noun,1,Noun,44,,,,,,Verb
texted,0,8,Verb,1,Verb,8,,,,,,Verb
textile,0,25,Noun,1,Noun,25,,,,,,Verb
textiles,0,12,Noun,1,Noun,12,,,,,,Verb
texting,0,16,Verb,0.88,Verb.Noun.Name,14.1.1,,,,,,Verb
texts,0,33,Noun,1,Noun,33,,,,,,Verb
textural,0,1,Adjective,1,Adjective,1,,,,,,Verb
texture,0,84,Noun,1,Noun,84,,,,,,Verb
textured,0,9,Adjective,1,Adjective,9,,,,,,Verb
textures,0,16,Noun,1,Noun,16,,,,,,Verb
tg,0,4,Name,1,Name,1,,,,,,Verb
th,0,4989,Noun,0.84,Noun.Name,295.57,,,,,,Verb
tha,0,632,Determiner,1,Determiner,44,,,,,,Verb
thacker,0,8,Name,1,Name,8,,,,,,Verb
thaddeus,0,53,Name,0.83,Name.Noun,44.9,,,,,,Verb
thai,0,167,Adjective,0.61,Adjective.Noun.Name,102.38.27,,,,,,Verb
thailand,0,151,Name,1,Name,151,,,,,,Verb
thak,0,1,Verb,1,Verb,1,,,,,,Verb
thalamus,0,3,Noun,1,Noun,3,,,,,,Verb
thalassemia,0,1,Noun,1,Noun,1,,,,,,Verb
thalassophobia,0,1,Noun,1,Noun,1,,,,,,Verb
thalers,0,1,Noun,1,Noun,1,,,,,,Verb
thalia,0,4,Name,0.75,Name.Noun,3.1,,,,,,Verb
thalidomide,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Verb
thallium,0,8,Noun,1,Noun,8,,,,,,Verb
thames,0,31,Name,1,Name,31,,,,,,Verb
than,0,37679,Conjunction,0.97,Conjunction.Preposition,36612.1047,,,,,,Verb
thanatophidia,0,1,Noun,1,Noun,1,,,,,,Verb
thanatos,0,10,Noun,0.6,Noun.Name,6.4,,,,,,Verb
thane,0,36,Noun,1,Noun,36,,,,,,Verb
thanes,0,5,Noun,1,Noun,5,,,,,,Verb
thank,0,56877,Verb,1,Verb,56748,,,,,,Verb
thanked,0,194,Verb,1,Verb,194,,,,,,Verb
thankee,0,2,Noun,1,Noun,2,,,,,,Verb
thankful,0,274,Adjective,1,Adjective,271,,,,,,Verb
thankfully,0,35,Adverb,1,Adverb,35,,,,,,Verb
thankfulness,0,3,Noun,1,Noun,3,,,,,,Verb
thanking,0,154,Verb,1,Verb,154,,,,,,Verb
thankless,0,21,Adjective,1,Adjective,21,,,,,,Verb
thanks,0,31789,Noun,0.98,Noun.Preposition.Verb.Name,31251.414.44.38,,,,,,Verb
thanksgiving,0,949,Noun,1,Noun,949,,,,,,Verb
thanksgivings,0,7,Noun,1,Noun,7,,,,,,Verb
thankyou,0,99,Noun,0.98,Noun.Verb,96.2,,,,,,Verb
thar,0,20,Verb,0.9,Verb.Noun,18.2,,,,,,Verb
that,1,719677,Determiner,0.71,Determiner.Conjunction.Adverb.Noun,504680.202232.8459.37,,,,,,Verb
thataway,0,23,Noun,0.91,Noun.Name,21.2,,,,,,Verb
thatch,0,38,Verb,0.37,Verb.Noun.Name,14.14.10,,,,,,Verb
thatched,0,5,Adjective,1,Adjective,5,,,,,,Verb
thatcher,0,104,Name,0.93,Name.Noun,95.7,,,,,,Verb
thatching,0,1,Verb,1,Verb,1,,,,,,Verb
thatd,0,1,Noun,1,Noun,16,,,,,,Verb
thatll,0,4,Verb,0.5,Verb.Noun.Name,21.18.3,,,,,,Verb
thats,0,204,Verb,0.63,Verb.Noun.Name,1836.968.95,,,,,,Verb
thave,0,10,Noun,1,Noun,2,,,,,,Verb
thaw,0,81,Verb,0.69,Verb.Noun,56.25,,,,,,Verb
thawed,0,28,Verb,0.96,Verb.Adjective,27.1,,,,,,Verb
thawing,0,12,Verb,0.75,Verb.Name,9.3,,,,,,Verb
thaws,0,8,Verb,0.88,Verb.Noun,7.1,,,,,,Verb
the,1,1501908,Article,1,Article.Adverb.Noun.Preposition.Adjective,1499459.774.147.105.1,,,,,,Verb
theat,0,1,Noun,1,Noun,1,,,,,,Verb
theater,0,1226,Noun,0.95,Noun.Name,1159.58,,,,,,Verb
theatergoer,0,2,Noun,1,Noun,2,,,,,,Verb
theaters,0,92,Noun,1,Noun,92,,,,,,Verb
theatre,0,582,Noun,1,Noun.Name,578.1,,,,,,Verb
theatregoer,0,2,Noun,1,Noun,2,,,,,,Verb
theatregoers,0,1,Noun,1,Noun,1,,,,,,Verb
theatregoing,0,1,Verb,1,Verb,1,,,,,,Verb
theatres,0,27,Noun,1,Noun,29,,,,,,Verb
theatric,0,1,Adjective,1,Adjective,1,,,,,,Verb
theatrical,0,128,Adjective,1,Adjective,128,,,,,,Verb
theatricalism,0,1,Noun,1,Noun,1,,,,,,Verb
theatricality,0,1,Noun,1,Noun,1,,,,,,Verb
theatrically,0,2,Adverb,1,Adverb,2,,,,,,Verb
theatricals,0,8,Noun,0.75,Noun.Verb.Name,6.1.1,,,,,,Verb
theatrics,0,31,Noun,1,Noun,31,,,,,,Verb
thed,0,1,Verb,1,Verb,1,,,,,,Verb
thee,0,1327,Pronoun,1,Pronoun,1326,,,,,,Verb
theft,0,344,Noun,1,Noun,343,,,,,,Verb
thefts,0,28,Noun,1,Noun,28,,,,,,Verb
their,0,33413,Pronoun,1,Pronoun.Noun,33380.4,,,,,,Verb
theirs,0,395,Pronoun,1,Pronoun,393,,,,,,Verb
theirselves,0,10,Pronoun,1,Pronoun,10,,,,,,Verb
theistic,0,2,Adjective,1,Adjective,2,,,,,,Verb
them,1,90720,Pronoun,1,Pronoun.Noun,90627.2,,,,,,Verb
thema,0,1,Noun,1,Noun,1,,,,,,Verb
