Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
hawkshaw,0,1,Noun,1,Noun,1,,,,,,Noun
hawky,0,1,Name,1,Name,1,,,,,,Noun
hawser,0,3,Noun,1,Noun,3,,,,,,Noun
hawthorn,0,8,Noun,0.88,Noun.Name,7.1,,,,,,Noun
hawthorne,0,58,Name,0.98,Name.Noun,57.1,,,,,,Noun
hawthorns,0,1,Noun,1,Noun,1,,,,,,Noun
hay,0,325,Noun,0.78,Noun.Name,252.72,,,,,,Noun
haya,0,1,Noun,1,Noun,1,,,,,,Noun
haycock,0,2,Name,1,Name,2,,,,,,Noun
haydn,0,13,Name,1,Name,13,,,,,,Noun
haye,0,15,Noun,0.6,Noun.Name,9.6,,,,,,Noun
hayes,0,292,Name,1,Name,292,,,,,,Noun
hayfield,0,1,Noun,1,Noun,1,,,,,,Noun
hayfields,0,1,Noun,1,Noun,1,,,,,,Noun
haying,0,1,Verb,1,Verb,1,,,,,,Noun
hayloft,0,12,Noun,1,Noun,12,,,,,,Noun
haymaker,0,3,Noun,1,Noun,3,,,,,,Noun
haymakers,0,1,Noun,1,Noun,1,,,,,,Noun
hayne,0,1,Name,1,Name,1,,,,,,Noun
hayride,0,36,Noun,0.81,Noun.Verb,29.7,,,,,,Noun
hayrides,0,12,Noun,1,Noun,12,,,,,,Noun
hays,0,47,Name,1,Name,47,,,,,,Noun
hayseed,0,16,Noun,0.94,Noun.Verb,15.1,,,,,,Noun
hayseeds,0,4,Noun,1,Noun,4,,,,,,Noun
haystack,0,70,Noun,0.96,Noun.Verb,65.3,,,,,,Noun
haystacks,0,7,Noun,1,Noun,7,,,,,,Noun
hayward,0,29,Name,1,Name,29,,,,,,Noun
haywire,0,64,Adjective,1,Adjective,64,,,,,,Noun
hazard,0,197,Noun,0.82,Noun.Verb.Name,161.19.17,,,,,,Noun
hazarded,0,1,Verb,1,Verb,1,,,,,,Noun
hazardous,0,94,Adjective,1,Adjective,94,,,,,,Noun
hazards,0,32,Noun,1,Noun,32,,,,,,Noun
haze,0,77,Noun,0.83,Noun.Name,64.13,,,,,,Noun
hazed,0,2,Verb,1,Verb,2,,,,,,Noun
hazel,0,55,Name,0.65,Name.Noun.Adjective,36.10.9,,,,,,Noun
hazelnut,0,9,Noun,1,Noun,9,,,,,,Noun
hazelnuts,0,2,Noun,1,Noun,2,,,,,,Noun
hazen,0,19,Name,0.53,Name.Noun.Adjective,10.5.4,,,,,,Noun
hazers,0,1,Noun,1,Noun,1,,,,,,Noun
hazing,0,53,Verb,0.62,Verb.Noun.Adjective.Name,32.16.3.1,,,,,,Noun
hazmat,0,41,Noun,0.56,Noun.Name.Verb,23.11.7,,,,,,Noun
hazy,0,41,Adjective,1,Adjective,41,,,,,,Noun
hb,0,15,Name,1,Name,14,,,,,,Noun
he,1,389497,Pronoun,1,Pronoun.Noun.Name,385304.14.1,,,,,,Noun
head,0,18947,Noun,0.92,Noun.Verb.Adjective.Name,17392.1218.306.7,,,,,,Noun
headache,0,719,Noun,1,Noun,724,,,,,,Noun
headaches,0,271,Noun,0.94,Noun.Verb.Name,252.14.1,,,,,,Noun
headachy,0,2,Adjective,1,Adjective,2,,,,,,Noun
headband,0,21,Noun,1,Noun,21,,,,,,Noun
headbands,0,4,Noun,1,Noun,4,,,,,,Noun
headbanger,0,1,Noun,1,Noun,1,,,,,,Noun
headbangers,0,1,Noun,1,Noun,1,,,,,,Noun
headbanging,0,1,Verb,1,Verb,1,,,,,,Noun
headboard,0,15,Noun,1,Noun,15,,,,,,Noun
headbutt,0,6,Verb,0.67,Verb.Noun.Name,4.1.1,,,,,,Noun
headbutted,0,2,Verb,1,Verb,2,,,,,,Noun
headcase,0,14,Noun,1,Noun,14,,,,,,Noun
headcheese,0,1,Noun,1,Noun,1,,,,,,Noun
headcount,0,4,Noun,1,Noun,4,,,,,,Noun
headdress,0,15,Noun,1,Noun,15,,,,,,Noun
headdresses,0,2,Noun,1,Noun,2,,,,,,Noun
headed,0,1570,Verb,0.98,Verb.Adjective,1543.26,,,,,,Noun
header,0,25,Noun,0.96,Noun.Name,23.1,,,,,,Noun
headers,0,9,Noun,1,Noun,9,,,,,,Noun
headfirst,0,16,Adverb,1,Adverb,16,,,,,,Noun
headgear,0,16,Noun,1,Noun,16,,,,,,Noun
headhunted,0,2,Verb,1,Verb,2,,,,,,Noun
headhunter,0,9,Noun,1,Noun,9,,,,,,Noun
headhunters,0,15,Noun,1,Noun,15,,,,,,Noun
heading,0,1707,Verb,0.91,Verb.Noun,1552.153,,,,,,Noun
headings,0,4,Noun,1,Noun,4,,,,,,Noun
headlamps,0,3,Noun,1,Noun,3,,,,,,Noun
headland,0,6,Noun,1,Noun,6,,,,,,Noun
headlands,0,2,Noun,1,Noun,2,,,,,,Noun
headless,0,67,Adjective,0.83,Adjective.Name,55.11,,,,,,Noun
headlight,0,37,Noun,1,Noun,37,,,,,,Noun
headlights,0,96,Noun,1,Noun,96,,,,,,Noun
headline,0,132,Noun,0.83,Noun.Verb,110.22,,,,,,Noun
headlined,0,2,Verb,1,Verb,2,,,,,,Noun
headliner,0,22,Noun,1,Noun,22,,,,,,Noun
headliners,0,9,Noun,1,Noun,9,,,,,,Noun
headlines,0,214,Noun,1,Noun,214,,,,,,Noun
headlining,0,16,Verb,0.56,Verb.Adjective.Noun,9.6.1,,,,,,Noun
headlock,0,20,Noun,1,Noun,20,,,,,,Noun
headlong,0,20,Adverb,0.6,Adverb.Adjective,12.8,,,,,,Noun
headman,0,15,Noun,1,Noun,15,,,,,,Noun
headmaster,0,112,Noun,1,Noun,112,,,,,,Noun
headmastership,0,1,Noun,1,Noun,1,,,,,,Noun
headmen,0,1,Noun,1,Noun,1,,,,,,Noun
headmistress,0,16,Noun,1,Noun,16,,,,,,Noun
headphone,0,8,Noun,1,Noun,8,,,,,,Noun
headphones,0,80,Noun,1,Noun,80,,,,,,Noun
headpiece,0,16,Noun,1,Noun,16,,,,,,Noun
headpin,0,1,Noun,1,Noun,1,,,,,,Noun
headquarter,0,24,Noun,0.92,Noun.Name,22.2,,,,,,Noun
headquartered,0,5,Verb,1,Verb,5,,,,,,Noun
headquarters,0,839,Noun,1,Noun,839,,,,,,Noun
headrest,0,6,Adjective,1,Adjective,6,,,,,,Noun
headrests,0,3,Noun,1,Noun,3,,,,,,Noun
headroom,0,3,Noun,1,Noun,2,,,,,,Noun
heads,0,2177,Noun,0.95,Noun.Verb,2065.113,,,,,,Noun
headsail,0,1,Noun,1,Noun,1,,,,,,Noun
headsails,0,1,Noun,1,Noun,1,,,,,,Noun
headset,0,42,Noun,0.95,Noun.Verb,39.2,,,,,,Noun
headsets,0,22,Noun,0.82,Noun.Verb,18.4,,,,,,Noun
headsheets,0,1,Noun,1,Noun,1,,,,,,Noun
headshrinker,0,12,Noun,1,Noun,12,,,,,,Noun
headsman,0,8,Noun,1,Noun,8,,,,,,Noun
headspace,0,1,Name,1,Name,1,,,,,,Noun
headstand,0,3,Noun,1,Noun,3,,,,,,Noun
headstands,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Noun
headstock,0,2,Noun,1,Noun,2,,,,,,Noun
headstone,0,51,Noun,1,Noun,51,,,,,,Noun
headstones,0,11,Noun,1,Noun,11,,,,,,Noun
headstrong,0,46,Adjective,1,Adjective,46,,,,,,Noun
headwaiter,0,15,Noun,1,Noun,15,,,,,,Noun
headwaiters,0,3,Noun,1,Noun,3,,,,,,Noun
headwall,0,1,Name,1,Name,1,,,,,,Noun
headwater,0,6,Noun,1,Noun,6,,,,,,Noun
headwaters,0,8,Noun,1,Noun,8,,,,,,Noun
headway,0,33,Noun,1,Noun,33,,,,,,Noun
headwear,0,2,Noun,1,Noun,2,,,,,,Noun
headwind,0,6,Noun,1,Noun,6,,,,,,Noun
headwinds,0,7,Noun,1,Noun,7,,,,,,Noun
headwork,0,1,Noun,1,Noun,1,,,,,,Noun
heady,0,20,Adjective,1,Adjective,20,,,,,,Noun
heal,0,578,Verb,0.95,Verb.Noun.Name,547.21.8,,,,,,Noun
healed,0,220,Verb,1,Verb,220,,,,,,Noun
healer,0,84,Noun,1,Noun,84,,,,,,Noun
healers,0,18,Noun,1,Noun,18,,,,,,Noun
healing,0,326,Noun,0.49,Noun.Adjective.Verb,157.139.27,,,,,,Noun
heals,0,60,Verb,0.83,Verb.Noun,50.1,,,,,,Noun
health,0,2054,Noun,1,Noun.Name,2048.3,,,,,,Noun
healthcare,0,29,Noun,1,Noun,29,,,,,,Noun
healthful,0,10,Adjective,1,Adjective,10,,,,,,Noun
healthier,0,64,Adjective,1,Adjective,64,,,,,,Noun
healthiest,0,24,Adjective,1,Adjective,24,,,,,,Noun
healthily,0,1,Adverb,1,Adverb,1,,,,,,Noun
healthy,0,1262,Adjective,1,Adjective,1260,,,,,,Noun
heap,0,249,Noun,0.88,Noun.Verb,218.29,,,,,,Noun
heaped,0,13,Verb,1,Verb,13,,,,,,Noun
heaping,0,6,Verb,1,Verb,6,,,,,,Noun
heaps,0,26,Noun,1,Noun,26,,,,,,Noun
hear,0,28323,Verb,0.99,Verb.Interjection,27985.312,,,,,,Noun
heard,0,19775,Verb,1,Verb.Noun,19766.4,,,,,,Noun
hearer,0,2,Noun,1,Noun,2,,,,,,Noun
hearers,0,1,Noun,1,Noun,1,,,,,,Noun
hearing,0,2281,Verb,0.6,Verb.Noun,1374.909,,,,,,Noun
hearings,0,70,Noun,1,Noun,70,,,,,,Noun
hearken,0,6,Verb,1,Verb,6,,,,,,Noun
hearkens,0,1,Verb,1,Verb,1,,,,,,Noun
hears,0,470,Verb,1,Verb,469,,,,,,Noun
hearsay,0,78,Noun,1,Noun,78,,,,,,Noun
hearse,0,81,Noun,0.89,Noun.Verb,71.9,,,,,,Noun
hearses,0,3,Noun,1,Noun,3,,,,,,Noun
hearst,0,342,Name,0.99,Name.Noun,339.2,,,,,,Noun
heart,0,12453,Noun,1,Noun.Name,12443.1,,,,,,Noun
heartache,0,74,Noun,1,Noun,73,,,,,,Noun
heartaches,0,21,Noun,1,Noun,21,,,,,,Noun
heartbeat,0,284,Noun,0.96,Noun.Verb.Name,272.10.1,,,,,,Noun
heartbeats,0,25,Noun,0.96,Noun.Verb,24.1,,,,,,Noun
heartbreak,0,112,Noun,1,Noun,112,,,,,,Noun
heartbreaker,0,32,Noun,1,Noun,31,,,,,,Noun
heartbreaking,0,61,Adjective,1,Adjective,61,,,,,,Noun
heartbreakingly,0,2,Adverb,1,Adverb,2,,,,,,Noun
heartbreaks,0,2,Noun,1,Noun,2,,,,,,Noun
heartbroken,0,93,Adjective,1,Adjective,93,,,,,,Noun
heartburn,0,38,Noun,0.68,Noun.Verb.Name,25.11.1,,,,,,Noun
heartburns,0,1,Noun,1,Noun,1,,,,,,Noun
hearted,0,23,Adjective,1,Adjective,22,,,,,,Noun
heartedly,0,3,Adverb,1,Adverb,3,,,,,,Noun
heartedness,0,4,Noun,1,Noun,4,,,,,,Noun
heartened,0,1,Verb,1,Verb,1,,,,,,Noun
heartening,0,2,Adjective,1,Adjective,2,,,,,,Noun
heartfelt,0,72,Adjective,1,Adjective,72,,,,,,Noun
heartful,0,2,Adjective,1,Adjective,2,,,,,,Noun
hearth,0,34,Noun,1,Noun,34,,,,,,Noun
hearths,0,2,Noun,1,Noun,2,,,,,,Noun
heartier,0,2,Adjective,1,Adjective,2,,,,,,Noun
hearties,0,14,Noun,1,Noun,14,,,,,,Noun
heartiest,0,4,Adjective,1,Adjective,4,,,,,,Noun
heartily,0,39,Adverb,1,Adverb,39,,,,,,Noun
heartland,0,28,Noun,1,Noun,28,,,,,,Noun
heartlands,0,1,Noun,1,Noun,1,,,,,,Noun
heartless,0,179,Adjective,1,Adjective,178,,,,,,Noun
heartlessly,0,4,Adverb,1,Adverb,4,,,,,,Noun
heartlessness,0,1,Noun,1,Noun,1,,,,,,Noun
heartrending,0,2,Adjective,1,Adjective,2,,,,,,Noun
hearts,0,1172,Noun,1,Noun,1167,,,,,,Noun
heartsick,0,14,Adjective,1,Adjective,14,,,,,,Noun
heartsore,0,1,Noun,1,Noun,1,,,,,,Noun
heartstring,0,3,Adjective,1,Adjective,3,,,,,,Noun
heartstrings,0,14,Noun,1,Noun,14,,,,,,Noun
heartthrob,0,19,Noun,0.95,Noun.Verb,18.1,,,,,,Noun
heartthrobs,0,1,Noun,1,Noun,1,,,,,,Noun
heartwarming,0,19,Adjective,1,Adjective,19,,,,,,Noun
heartworm,0,1,Noun,1,Noun,1,,,,,,Noun
hearty,0,99,Adjective,0.68,Adjective.Noun,67.31,,,,,,Noun
heat,0,2044,Noun,0.9,Noun.Verb,1850.195,,,,,,Noun
heated,0,132,Verb,0.52,Verb.Adjective,68.63,,,,,,Noun
heatedly,0,1,Adverb,1,Adverb,1,,,,,,Noun
heater,0,139,Noun,1,Noun,139,,,,,,Noun
heaters,0,32,Noun,1,Noun,32,,,,,,Noun
heath,0,95,Name,0.55,Name.Noun,52.43,,,,,,Noun
heathen,0,81,Adjective,0.51,Adjective.Noun,41.4,,,,,,Noun
heathenism,0,1,Noun,1,Noun,1,,,,,,Noun
heathens,0,53,Noun,1,Noun,53,,,,,,Noun
heather,0,558,Name,0.92,Name.Noun,586.54,,,,,,Noun
heathers,0,5,Noun,1,Noun,8,,,,,,Noun
heathy,0,1,Noun,1,Noun,1,,,,,,Noun
heating,0,137,Noun,0.72,Noun.Verb,99.38,,,,,,Noun
heats,0,31,Noun,1,Noun,32,,,,,,Noun
heatstroke,0,8,Noun,0.86,Noun.Verb,6.1,,,,,,Noun
heatwave,0,5,Verb,0.4,Verb.Name.Noun,2.2.1,,,,,,Noun
heave,0,186,Verb,0.96,Verb.Noun.Name,179.6.1,,,,,,Noun
heaved,0,10,Verb,1,Verb,10,,,,,,Noun
heaven,0,2887,Noun,1,Noun.Name,2884.1,,,,,,Noun
heavenly,0,282,Adjective,1,Adjective,281,,,,,,Noun
heavens,0,677,Noun,1,Noun,681,,,,,,Noun
heavenward,0,1,Adverb,1,Adverb,1,,,,,,Noun
heaver,0,1,Verb,1,Verb,1,,,,,,Noun
heavers,0,6,Noun,1,Noun,6,,,,,,Noun
heaves,0,6,Noun,1,Noun,6,,,,,,Noun
heavier,0,117,Adjective,1,Adjective,117,,,,,,Noun
heavies,0,9,Noun,1,Noun,9,,,,,,Noun
heaviest,0,35,Adjective,1,Adjective,35,,,,,,Noun
heavily,0,312,Adverb,1,Adverb,312,,,,,,Noun
heaviness,0,11,Noun,1,Noun,11,,,,,,Noun
heaving,0,31,Verb,0.55,Verb.Noun,17.14,,,,,,Noun
heavy,0,2412,Adjective,1,Adjective.Adverb.Noun,2399.6.1,,,,,,Noun
heavyset,0,10,Noun,0.6,Noun.Verb,6.4,,,,,,Noun
heavyweight,0,178,Noun,1,Noun,178,,,,,,Noun
heavyweights,0,11,Noun,1,Noun,11,,,,,,Noun
hebe,0,12,Noun,0.67,Noun.Unclassified.Name,8.3.1,,,,,,Noun
hebraic,0,2,Noun,1,Noun,2,,,,,,Noun
hebrew,0,153,Noun,0.5,Noun.Adjective.Verb,76.75.2,,,,,,Noun
hebrews,0,25,Noun,1,Noun,25,,,,,,Noun
hecate,0,21,Noun,0.48,Noun.Name.Verb,10.6.5,,,,,,Noun
hecht,0,33,Name,0.94,Name.Noun,31.2,,,,,,Noun
heck,0,925,Noun,0.98,Noun.Adverb.Name,903.20.2,,,,,,Noun
heckle,0,16,Verb,0.81,Verb.Noun.Name,13.2.1,,,,,,Noun
heckled,0,5,Verb,1,Verb,5,,,,,,Noun
heckler,0,15,Noun,0.67,Noun.Name,10.5,,,,,,Noun
hecklers,0,3,Noun,1,Noun,3,,,,,,Noun
heckles,0,2,Verb,1,Verb,2,,,,,,Noun
heckling,0,21,Verb,0.76,Verb.Noun,16.5,,,,,,Noun
hectare,0,2,Noun,1,Noun,2,,,,,,Noun
hectares,0,3,Noun,1,Noun,3,,,,,,Noun
hectic,0,94,Adjective,1,Adjective,94,,,,,,Noun
hectical,0,1,Adjective,1,Adjective,1,,,,,,Noun
hector,0,543,Name,1,Name,537,,,,,,Noun
hed,0,5,Verb,0.68,Verb.Adjective.Name,73.22.13,,,,,,Noun
hedge,0,79,Noun,0.84,Noun.Verb,66.13,,,,,,Noun
hedged,0,4,Verb,1,Verb,4,,,,,,Noun
hedgehog,0,15,Noun,1,Noun,15,,,,,,Noun
hedgehogs,0,4,Noun,1,Noun,4,,,,,,Noun
hedgehopped,0,1,Verb,1,Verb,1,,,,,,Noun
hedgehopping,0,2,Verb,1,Verb,2,,,,,,Noun
hedger,0,1,Noun,1,Noun,1,,,,,,Noun
hedgerow,0,3,Noun,1,Noun,3,,,,,,Noun
hedgerows,0,5,Noun,1,Noun,5,,,,,,Noun
hedges,0,71,Noun,0.76,Noun.Name,54.17,,,,,,Noun
hedging,0,17,Verb,0.88,Verb.Noun,15.2,,,,,,Noun
hedonism,0,5,Noun,1,Noun,5,,,,,,Noun
hedonist,0,2,Noun,1,Noun,2,,,,,,Noun
hedonistic,0,5,Adjective,1,Adjective,5,,,,,,Noun
hee,0,277,Unclassified,1,Unclassified,274,,,,,,Noun
heed,0,92,Verb,0.72,Verb.Noun,67.26,,,,,,Noun
heeded,0,9,Verb,1,Verb,9,,,,,,Noun
heedful,0,1,Adjective,1,Adjective,1,,,,,,Noun
heeding,0,3,Verb,0.67,Verb.Noun,2.1,,,,,,Noun
heedless,0,3,Adjective,0.67,Adjective.Name,2.1,,,,,,Noun
heedlessly,0,1,Adverb,1,Adverb,1,,,,,,Noun
heehaw,0,1,Verb,1,Verb,1,,,,,,Noun
heel,0,377,Noun,0.82,Noun.Verb,310.68,,,,,,Noun
heeled,0,4,Verb,0.5,Verb.Adjective,2.2,,,,,,Noun
heeler,0,1,Noun,1,Noun,1,,,,,,Noun
heelers,0,7,Noun,1,Noun,7,,,,,,Noun
heeling,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Noun
heels,0,510,Noun,1,Noun,507,,,,,,Noun
heep,0,35,Name,0.63,Name.Noun.Verb,22.8.5,,,,,,Noun
heer,0,2,Verb,1,Verb,2,,,,,,Noun
heezy,0,1,Adjective,1,Adjective,1,,,,,,Noun
heft,0,10,Noun,0.6,Noun.Verb,6.4,,,,,,Noun
hefted,0,2,Verb,1,Verb,2,,,,,,Noun
heftier,0,1,Adjective,1,Adjective,1,,,,,,Noun
hefty,0,62,Adjective,1,Adjective,62,,,,,,Noun
hegemon,0,1,Noun,1,Noun,1,,,,,,Noun
hegemonic,0,2,Adjective,1,Adjective,2,,,,,,Noun
hegemony,0,4,Noun,1,Noun,4,,,,,,Noun
heh,0,755,Interjection,1,Interjection,753,,,,,,Noun
hei,0,36,Noun,0.53,Noun.Name,16.14,,,,,,Noun
heiau,0,1,Noun,1,Noun,1,,,,,,Noun
heifer,0,61,Noun,0.82,Noun.Verb,50.11,,,,,,Noun
heifers,0,12,Noun,0.75,Noun.Verb,9.3,,,,,,Noun
heigh,0,14,Noun,0.57,Noun.Verb,8.6,,,,,,Noun
height,0,476,Noun,1,Noun,472,,,,,,Noun
heighten,0,9,Verb,1,Verb,9,,,,,,Noun
heightened,0,43,Adjective,0.74,Adjective.Verb,32.11,,,,,,Noun
heightening,0,2,Verb,1,Verb,2,,,,,,Noun
heightens,0,7,Verb,1,Verb,7,,,,,,Noun
heights,0,376,Noun,1,Noun,376,,,,,,Noun
heil,0,159,Verb,0.69,Verb.Name.Noun,113.42.9,,,,,,Noun
heiling,0,1,Verb,1,Verb,1,,,,,,Noun
heinie,0,58,Noun,0.93,Noun.Name,54.4,,,,,,Noun
heinies,0,15,Noun,1,Noun,15,,,,,,Noun
heinous,0,82,Adjective,1,Adjective,82,,,,,,Noun
heinously,0,4,Adverb,1,Adverb,4,,,,,,Noun
heinousness,0,1,Noun,1,Noun,1,,,,,,Noun
heir,0,266,Noun,1,Noun,266,,,,,,Noun
heiress,0,58,Noun,1,Noun,58,,,,,,Noun
heiresses,0,3,Noun,1,Noun,3,,,,,,Noun
heirloom,0,43,Noun,0.88,Noun.Verb,38.5,,,,,,Noun
heirlooms,0,16,Noun,1,Noun,16,,,,,,Noun
heirs,0,41,Noun,1,Noun,41,,,,,,Noun
heist,0,160,Noun,0.97,Noun.Adjective,154.5,,,,,,Noun
heisted,0,8,Verb,1,Verb,8,,,,,,Noun
heister,0,1,Noun,1,Noun,1,,,,,,Noun
heisters,0,1,Noun,1,Noun,1,,,,,,Noun
heisting,0,2,Verb,1,Verb,2,,,,,,Noun
heists,0,11,Noun,1,Noun,11,,,,,,Noun
hel,0,37,Name,0.84,Name.Verb.Noun,31.5.1,,,,,,Noun
held,0,2165,Verb,1,Verb.Adjective,2164.2,,,,,,Noun
helder,0,1,Name,1,Name,1,,,,,,Noun
hele,0,1,Name,1,Name,1,,,,,,Noun
helen,0,1923,Name,1,Name.Noun,1912.1,,,,,,Noun
helena,0,179,Name,1,Name,179,,,,,,Noun
helical,0,2,Adjective,1,Adjective,2,,,,,,Noun
helices,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Noun
helicopter,0,806,Noun,1,Noun,806,,,,,,Noun
helicoptered,0,3,Verb,1,Verb,3,,,,,,Noun
helicoptering,0,1,Verb,1,Verb,1,,,,,,Noun
helicopters,0,171,Noun,1,Noun,171,,,,,,Noun
helio,0,451,Noun,0.93,Noun.Name,420.3,,,,,,Noun
helios,0,44,Name,0.75,Name.Noun,33.11,,,,,,Noun
heliotrope,0,3,Noun,1,Noun,3,,,,,,Noun
helipad,0,21,Noun,1,Noun,21,,,,,,Noun
heliport,0,21,Noun,0.76,Noun.Verb,16.5,,,,,,Noun
helium,0,73,Noun,1,Noun,73,,,,,,Noun
helix,0,20,Noun,0.75,Noun.Name,15.5,,,,,,Noun
hell,0,24012,Noun,0.99,Noun.Adverb.Name,23950.157.3,,,,,,Noun
hellbent,0,3,Noun,1,Noun,3,,,,,,Noun
hellcat,0,16,Noun,0.88,Noun.Name,14.2,,,,,,Noun
hellcats,0,22,Noun,1,Noun,22,,,,,,Noun
hellebore,0,5,Noun,0.6,Noun.Verb.Name,3.1.1,,,,,,Noun
helled,0,1,Name,1,Name,1,,,,,,Noun
hellenic,0,1,Adjective,1,Adjective,1,,,,,,Noun
hellenistic,0,2,Adjective,1,Adjective,2,,,,,,Noun
heller,0,303,Name,0.63,Name.Noun,190.111,,,,,,Noun
hellespont,0,7,Name,1,Name,6,,,,,,Noun
hellfire,0,39,Noun,0.67,Noun.Name,26.13,,,,,,Noun
hellfires,0,3,Noun,1,Noun,3,,,,,,Noun
hellhole,0,78,Noun,1,Noun,76,,,,,,Noun
hellholes,0,3,Noun,1,Noun,3,,,,,,Noun
hellhound,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Noun
helling,0,1,Noun,1,Noun,1,,,,,,Noun
hellion,0,4,Noun,1,Noun,4,,,,,,Noun
hellions,0,3,Noun,1,Noun,3,,,,,,Noun
hellish,0,39,Adjective,0.89,Adjective.Verb,34.4,,,,,,Noun
hellishly,0,3,Adverb,1,Adverb,3,,,,,,Noun
hellman,0,42,Name,0.71,Name.Noun,30.12,,,,,,Noun
hello,0,29857,Interjection,1,Interjection.Noun.Name,29595.120.1,,,,,,Noun
hellos,0,13,Noun,1,Noun,13,,,,,,Noun
hells,0,24,Noun,1,Noun,37,,,,,,Noun
helluva,0,47,Adjective,1,Adjective,47,,,,,,Noun
helm,0,273,Name,0.53,Name.Noun.Verb,146.103.25,,,,,,Noun
helmet,0,483,Noun,0.98,Noun.Name,476.9,,,,,,Noun
helmeted,0,1,Adjective,1,Adjective,1,,,,,,Noun
helmets,0,103,Noun,1,Noun,103,,,,,,Noun
helminth,0,2,Noun,1,Noun,2,,,,,,Noun
helminths,0,1,Noun,1,Noun,1,,,,,,Noun
helms,0,5,Name,0.6,Name.Verb,3.2,,,,,,Noun
helmsman,0,26,Noun,0.88,Noun.Name,23.3,,,,,,Noun
helmsmanship,0,1,Noun,1,Noun,1,,,,,,Noun
help,0,46977,Verb,0.8,Verb.Noun.Name,37660.9218.8,,,,,,Noun
helped,0,2388,Verb,1,Verb.Adjective,2381.5,,,,,,Noun
helper,0,103,Noun,0.99,Noun.Name,102.1,,,,,,Noun
helpers,0,32,Noun,1,Noun,32,,,,,,Noun
helpful,0,619,Adjective,1,Adjective,619,,,,,,Noun
helpfully,0,1,Adverb,1,Adverb,1,,,,,,Noun
helping,0,2588,Verb,0.93,Verb.Noun.Adjective,2399.186.1,,,,,,Noun
helpings,0,10,Noun,1,Noun,10,,,,,,Noun
helpless,0,568,Adjective,1,Adjective,566,,,,,,Noun
helplessly,0,16,Adverb,1,Adverb,16,,,,,,Noun
helplessness,0,12,Noun,1,Noun,12,,,,,,Noun
helpline,0,1,Noun,1,Noun,1,,,,,,Noun
helpmate,0,5,Noun,1,Noun,5,,,,,,Noun
helps,0,1084,Verb,0.94,Verb.Noun,1020.64,,,,,,Noun
helsinki,0,38,Name,1,Name,38,,,,,,Noun
helvetic,0,2,Adjective,1,Adjective,2,,,,,,Noun
hem,0,42,Noun,0.74,Noun.Verb,31.11,,,,,,Noun
hemachrosis,0,1,Noun,1,Noun,1,,,,,,Noun
heman,0,47,Name,0.64,Name.Noun,30.17,,,,,,Noun
hemangioma,0,1,Noun,1,Noun,1,,,,,,Noun
hematin,0,1,Noun,1,Noun,1,,,,,,Noun
hematite,0,2,Noun,1,Noun,2,,,,,,Noun
hematocrit,0,8,Noun,0.75,Noun.Verb.Name,6.1.1,,,,,,Noun
hematological,0,1,Adjective,1,Adjective,1,,,,,,Noun
hematologist,0,1,Noun,1,Noun,1,,,,,,Noun
hematology,0,4,Noun,1,Noun,4,,,,,,Noun
hematoma,0,57,Noun,1,Noun,57,,,,,,Noun
hematomas,0,8,Noun,1,Noun,8,,,,,,Noun
hematuria,0,11,Noun,1,Noun,11,,,,,,Noun
heme,0,5,Noun,1,Noun,5,,,,,,Noun
hemianopia,0,1,Noun,1,Noun,1,,,,,,Noun
hemingway,0,135,Name,1,Name,134,,,,,,Noun
hemiparesis,0,1,Noun,1,Noun,1,,,,,,Noun
hemiplegia,0,1,Noun,1,Noun,1,,,,,,Noun
hemisphere,0,76,Noun,1,Noun,76,,,,,,Noun
hemispheres,0,11,Noun,1,Noun,12,,,,,,Noun
hemline,0,10,Noun,1,Noun,10,,,,,,Noun
hemlines,0,9,Noun,1,Noun,9,,,,,,Noun
hemlock,0,32,Noun,0.91,Noun.Name,29.3,,,,,,Noun
hemlocks,0,3,Noun,1,Noun,3,,,,,,Noun
hemmed,0,15,Verb,0.87,Verb.Adjective,13.2,,,,,,Noun
hemming,0,12,Verb,0.33,Verb.Noun.Name,4.4.4,,,,,,Noun
hemodynamic,0,1,Adjective,1,Adjective,1,,,,,,Noun
hemodynamically,0,2,Adverb,1,Adverb,2,,,,,,Noun
hemoglobin,0,28,Noun,0.82,Noun.Name,23.5,,,,,,Noun
hemolysis,0,4,Noun,1,Noun,4,,,,,,Noun
hemolyzed,0,1,Verb,1,Verb,1,,,,,,Noun
hemometer,0,1,Noun,1,Noun,1,,,,,,Noun
hemoperitoneum,0,1,Noun,1,Noun,1,,,,,,Noun
hemophage,0,4,Noun,1,Noun,4,,,,,,Noun
hemophilia,0,2,Noun,1,Noun,2,,,,,,Noun
hemophiliacs,0,1,Noun,1,Noun,1,,,,,,Noun
hemopneumothorax,0,3,Noun,1,Noun,3,,,,,,Noun
hemoptysis,0,1,Noun,1,Noun,1,,,,,,Noun
hemorrhage,0,87,Noun,0.83,Noun.Verb.Name,72.13.2,,,,,,Noun
hemorrhaged,0,3,Verb,1,Verb,3,,,,,,Noun
